dataset,snippet,metric,metric_value,#_of_warnings,tool,dataset_id,metric_type,expected_cor
1,13,time_to_give_output,37.42529268292683,0,no_checker_framework,1,time,positive
1,14,correct_output_rating,1.902439024390244,3,no_checker_framework,1,correctness,negative
1,14,output_difficulty,3.4878048780487805,3,no_checker_framework,1,rating,negative
1,14,time_to_give_output,48.39470731707317,3,no_checker_framework,1,time,positive
1,15,correct_output_rating,0.7804878048780488,5,no_checker_framework,1,correctness,negative
1,15,output_difficulty,1.0731707317073171,5,no_checker_framework,1,rating,negative
1,15,time_to_give_output,355.3091707317073,5,no_checker_framework,1,time,positive
1,16,correct_output_rating,1.951219512195122,0,no_checker_framework,1,correctness,negative
1,16,output_difficulty,3.7804878048780486,0,no_checker_framework,1,rating,negative
1,16,time_to_give_output,20.50239024390244,0,no_checker_framework,1,time,positive
1,17,correct_output_rating,1.6585365853658536,0,no_checker_framework,1,correctness,negative
1,17,output_difficulty,3.048780487804878,0,no_checker_framework,1,rating,negative
1,17,time_to_give_output,99.98841463414637,0,no_checker_framework,1,time,positive
1,18,correct_output_rating,1.3902439024390243,2,no_checker_framework,1,correctness,negative
1,18,output_difficulty,2.317073170731707,2,no_checker_framework,1,rating,negative
1,18,time_to_give_output,132.07892682926828,2,no_checker_framework,1,time,positive
1,19,correct_output_rating,1.3902439024390243,8,no_checker_framework,1,correctness,negative
1,19,output_difficulty,1.902439024390244,8,no_checker_framework,1,rating,negative
1,19,time_to_give_output,145.2398292682927,8,no_checker_framework,1,time,positive
1,20,correct_output_rating,1.3902439024390243,0,no_checker_framework,1,correctness,negative
1,20,output_difficulty,3.1951219512195124,0,no_checker_framework,1,rating,negative
1,20,time_to_give_output,80.62182926829269,0,no_checker_framework,1,time,positive
1,21,correct_output_rating,1.3902439024390243,5,no_checker_framework,1,correctness,negative
1,21,output_difficulty,2.4878048780487805,5,no_checker_framework,1,rating,negative
1,21,time_to_give_output,89.93921951219512,5,no_checker_framework,1,time,positive
1,22,correct_output_rating,1.3902439024390243,0,no_checker_framework,1,correctness,negative
1,22,output_difficulty,2.3902439024390243,0,no_checker_framework,1,rating,negative
1,22,time_to_give_output,86.29456097560976,0,no_checker_framework,1,time,positive
1,23,correct_output_rating,1.829268292682927,3,no_checker_framework,1,correctness,negative
1,23,output_difficulty,3.414634146341464,3,no_checker_framework,1,rating,negative
1,23,time_to_give_output,54.50070731707317,3,no_checker_framework,1,time,positive
2,1,brain_deact_31ant,-0.456862813,1,no_checker_framework,2,physiological,negative
2,1,brain_deact_31post,-0.680167625,1,no_checker_framework,2,physiological,negative
2,1,brain_deact_32,-0.567438063,1,no_checker_framework,2,physiological,negative
2,1,time_to_understand,277998.6875,1,no_checker_framework,2,time,positive
2,2,brain_deact_31ant,-0.627872625,1,no_checker_framework,2,physiological,negative
2,2,brain_deact_31post,-0.58754025,1,no_checker_framework,2,physiological,negative
2,2,brain_deact_32,-0.760412688,1,no_checker_framework,2,physiological,negative
2,2,time_to_understand,379138.5,1,no_checker_framework,2,time,positive
2,3,brain_deact_31ant,-0.569892688,1,no_checker_framework,2,physiological,negative
2,3,brain_deact_31post,-0.484311125,1,no_checker_framework,2,physiological,negative
2,3,brain_deact_32,-0.80337975,1,no_checker_framework,2,physiological,negative
2,3,time_to_understand,282050.625,1,no_checker_framework,2,time,positive
2,4,brain_deact_31ant,-0.724818625,2,no_checker_framework,2,physiological,negative
2,4,brain_deact_31post,-0.755176125,2,no_checker_framework,2,physiological,negative
2,4,brain_deact_32,-0.853813313,2,no_checker_framework,2,physiological,negative
2,4,time_to_understand,328751.1875,2,no_checker_framework,2,time,positive
2,5,brain_deact_31ant,-0.461402625,0,no_checker_framework,2,physiological,negative
2,5,brain_deact_31post,-0.504249125,0,no_checker_framework,2,physiological,negative
2,5,brain_deact_32,-0.534999375,0,no_checker_framework,2,physiological,negative
2,5,time_to_understand,228106.875,0,no_checker_framework,2,time,positive
2,6,brain_deact_31ant,-0.573933125,1,no_checker_framework,2,physiological,negative
2,6,brain_deact_31post,-0.531375313,1,no_checker_framework,2,physiological,negative
2,6,brain_deact_32,-0.833937188,1,no_checker_framework,2,physiological,negative
2,6,time_to_understand,256201.1875,1,no_checker_framework,2,time,positive
2,7,brain_deact_31ant,-0.400142063,0,no_checker_framework,2,physiological,negative
2,7,brain_deact_31post,-0.452398375,0,no_checker_framework,2,physiological,negative
2,7,brain_deact_32,-0.44148875,0,no_checker_framework,2,physiological,negative
2,7,time_to_understand,173291.875,0,no_checker_framework,2,time,positive
2,8,brain_deact_31ant,-0.6289035,3,no_checker_framework,2,physiological,negative
2,8,brain_deact_31post,-0.787476813,3,no_checker_framework,2,physiological,negative
2,8,brain_deact_32,-0.687596375,3,no_checker_framework,2,physiological,negative
2,8,time_to_understand,253121.6875,3,no_checker_framework,2,time,positive
2,9,brain_deact_31ant,-0.512648188,0,no_checker_framework,2,physiological,negative
2,9,brain_deact_31post,-0.474544625,0,no_checker_framework,2,physiological,negative
2,9,brain_deact_32,-0.513088813,0,no_checker_framework,2,physiological,negative
2,9,time_to_understand,368599.625,0,no_checker_framework,2,time,positive
2,10,brain_deact_31ant,-0.8140095,0,no_checker_framework,2,physiological,negative
2,10,brain_deact_31post,-0.827268563,0,no_checker_framework,2,physiological,negative
2,10,brain_deact_32,-1.045516125,0,no_checker_framework,2,physiological,negative
2,10,time_to_understand,288200.0,0,no_checker_framework,2,time,positive
2,11,brain_deact_31ant,-0.799689,5,no_checker_framework,2,physiological,negative
2,11,brain_deact_31post,-0.825552875,5,no_checker_framework,2,physiological,negative
2,11,brain_deact_32,-1.065309875,5,no_checker_framework,2,physiological,negative
2,11,time_to_understand,513357.5625,5,no_checker_framework,2,time,positive
2,12,brain_deact_31ant,-0.754594875,0,no_checker_framework,2,physiological,negative
2,12,brain_deact_31post,-0.743071875,0,no_checker_framework,2,physiological,negative
2,12,brain_deact_32,-0.810991375,0,no_checker_framework,2,physiological,negative
2,12,time_to_understand,432204.875,0,no_checker_framework,2,time,positive
3,1,readability_level,2.99,6,no_checker_framework,3,rating,negative
3,2,readability_level,3.74,8,no_checker_framework,3,rating,negative
3,3,readability_level,2.69,4,no_checker_framework,3,rating,negative
3,4,readability_level,4.03,3,no_checker_framework,3,rating,negative
3,5,readability_level,4.18,1,no_checker_framework,3,rating,negative
3,6,readability_level,2.18,2,no_checker_framework,3,rating,negative
3,7,readability_level,3.62,0,no_checker_framework,3,rating,negative
3,8,readability_level,2.86,7,no_checker_framework,3,rating,negative
3,9,readability_level,4.13,5,no_checker_framework,3,rating,negative
3,10,readability_level,3.35,7,no_checker_framework,3,rating,negative
3,11,readability_level,3.64,1,no_checker_framework,3,rating,negative
3,12,readability_level,3.53,4,no_checker_framework,3,rating,negative
3,13,readability_level,3.03,0,no_checker_framework,3,rating,negative
3,14,readability_level,4.05,4,no_checker_framework,3,rating,negative
3,15,readability_level,1.82,12,no_checker_framework,3,rating,negative
3,16,readability_level,2.9,1,no_checker_framework,3,rating,negative
3,17,readability_level,3.74,4,no_checker_framework,3,rating,negative
3,18,readability_level,2.46,2,no_checker_framework,3,rating,negative
3,19,readability_level,3.56,3,no_checker_framework,3,rating,negative
3,20,readability_level,3.26,1,no_checker_framework,3,rating,negative
3,21,readability_level,3.73,1,no_checker_framework,3,rating,negative
3,22,readability_level,2.73,10,no_checker_framework,3,rating,negative
3,23,readability_level,3.94,0,no_checker_framework,3,rating,negative
3,24,readability_level,3.48,4,no_checker_framework,3,rating,negative
3,25,readability_level,2.09,1,no_checker_framework,3,rating,negative
3,26,readability_level,2.37,6,no_checker_framework,3,rating,negative
3,27,readability_level,3.76,9,no_checker_framework,3,rating,negative
3,28,readability_level,2.86,3,no_checker_framework,3,rating,negative
3,29,readability_level,3.96,3,no_checker_framework,3,rating,negative
3,30,readability_level,2.78,5,no_checker_framework,3,rating,negative
3,31,readability_level,3.27,5,no_checker_framework,3,rating,negative
3,32,readability_level,4.22,6,no_checker_framework,3,rating,negative
3,33,readability_level,4.02,3,no_checker_framework,3,rating,negative
3,34,readability_level,4.35,6,no_checker_framework,3,rating,negative
3,35,readability_level,2.0,14,no_checker_framework,3,rating,negative
3,36,readability_level,2.52,4,no_checker_framework,3,rating,negative
3,37,readability_level,2.57,3,no_checker_framework,3,rating,negative
3,38,readability_level,2.77,3,no_checker_framework,3,rating,negative
3,39,readability_level,2.96,12,no_checker_framework,3,rating,negative
3,40,readability_level,2.9,2,no_checker_framework,3,rating,negative
3,41,readability_level,2.41,6,no_checker_framework,3,rating,negative
3,42,readability_level,3.08,0,no_checker_framework,3,rating,negative
3,43,readability_level,3.28,0,no_checker_framework,3,rating,negative
3,44,readability_level,4.07,6,no_checker_framework,3,rating,negative
3,45,readability_level,3.84,6,no_checker_framework,3,rating,negative
3,46,readability_level,3.76,0,no_checker_framework,3,rating,negative
3,47,readability_level,3.88,2,no_checker_framework,3,rating,negative
3,48,readability_level,3.93,3,no_checker_framework,3,rating,negative
3,49,readability_level,4.05,3,no_checker_framework,3,rating,negative
3,50,readability_level,4.16,1,no_checker_framework,3,rating,negative
3,51,readability_level,3.92,1,no_checker_framework,3,rating,negative
3,52,readability_level,2.63,6,no_checker_framework,3,rating,negative
3,53,readability_level,2.72,6,no_checker_framework,3,rating,negative
3,54,readability_level,3.6,4,no_checker_framework,3,rating,negative
3,55,readability_level,2.71,6,no_checker_framework,3,rating,negative
3,56,readability_level,3.61,4,no_checker_framework,3,rating,negative
3,57,readability_level,3.6,5,no_checker_framework,3,rating,negative
3,58,readability_level,2.4,7,no_checker_framework,3,rating,negative
3,59,readability_level,3.83,4,no_checker_framework,3,rating,negative
3,60,readability_level,3.88,3,no_checker_framework,3,rating,negative
3,61,readability_level,3.77,2,no_checker_framework,3,rating,negative
3,62,readability_level,3.47,4,no_checker_framework,3,rating,negative
3,63,readability_level,2.64,5,no_checker_framework,3,rating,negative
3,64,readability_level,3.59,6,no_checker_framework,3,rating,negative
3,65,readability_level,3.2,4,no_checker_framework,3,rating,negative
3,66,readability_level,2.59,7,no_checker_framework,3,rating,negative
3,67,readability_level,4.02,0,no_checker_framework,3,rating,negative
3,68,readability_level,3.35,0,no_checker_framework,3,rating,negative
3,69,readability_level,2.92,4,no_checker_framework,3,rating,negative
3,70,readability_level,2.39,8,no_checker_framework,3,rating,negative
3,71,readability_level,3.69,1,no_checker_framework,3,rating,negative
3,72,readability_level,2.86,2,no_checker_framework,3,rating,negative
3,73,readability_level,3.38,2,no_checker_framework,3,rating,negative
3,74,readability_level,3.82,6,no_checker_framework,3,rating,negative
3,75,readability_level,3.39,4,no_checker_framework,3,rating,negative
3,76,readability_level,3.49,4,no_checker_framework,3,rating,negative
3,77,readability_level,2.72,4,no_checker_framework,3,rating,negative
3,78,readability_level,2.28,3,no_checker_framework,3,rating,negative
3,79,readability_level,3.34,7,no_checker_framework,3,rating,negative
3,80,readability_level,4.15,0,no_checker_framework,3,rating,negative
3,81,readability_level,3.93,1,no_checker_framework,3,rating,negative
3,82,readability_level,4.0,2,no_checker_framework,3,rating,negative
3,83,readability_level,2.76,2,no_checker_framework,3,rating,negative
3,84,readability_level,3.94,6,no_checker_framework,3,rating,negative
3,85,readability_level,3.61,2,no_checker_framework,3,rating,negative
3,86,readability_level,2.62,2,no_checker_framework,3,rating,negative
3,87,readability_level,2.87,2,no_checker_framework,3,rating,negative
3,88,readability_level,3.23,0,no_checker_framework,3,rating,negative
3,89,readability_level,4.28,2,no_checker_framework,3,rating,negative
3,90,readability_level,3.35,2,no_checker_framework,3,rating,negative
3,91,readability_level,2.08,2,no_checker_framework,3,rating,negative
3,92,readability_level,3.36,2,no_checker_framework,3,rating,negative
3,93,readability_level,2.36,3,no_checker_framework,3,rating,negative
3,94,readability_level,4.07,2,no_checker_framework,3,rating,negative
3,95,readability_level,3.18,3,no_checker_framework,3,rating,negative
3,96,readability_level,3.81,2,no_checker_framework,3,rating,negative
3,97,readability_level,2.9,3,no_checker_framework,3,rating,negative
3,98,readability_level,3.0,2,no_checker_framework,3,rating,negative
3,99,readability_level,2.95,17,no_checker_framework,3,rating,negative
3,100,readability_level,2.12,4,no_checker_framework,3,rating,negative
6,1,binary_understandability,0.5555555555555556,215,no_checker_framework,6,rating,negative
6,1,correct_verif_questions,0.3703703703703704,215,no_checker_framework,6,correctness,negative
6,1,time_to_understand,74.4,215,no_checker_framework,6,time,positive
6,2,binary_understandability,0.8888888888888888,242,no_checker_framework,6,rating,negative
6,2,correct_verif_questions,0.4074074074074073,242,no_checker_framework,6,correctness,negative
6,2,time_to_understand,73.75,242,no_checker_framework,6,time,positive
6,3,binary_understandability,0.625,127,no_checker_framework,6,rating,negative
6,3,correct_verif_questions,0.4166666666666667,127,no_checker_framework,6,correctness,negative
6,3,time_to_understand,59.8,127,no_checker_framework,6,time,positive
6,4,binary_understandability,0.6666666666666666,107,no_checker_framework,6,rating,negative
6,4,correct_verif_questions,0.4074074074074075,107,no_checker_framework,6,correctness,negative
6,4,time_to_understand,60.5,107,no_checker_framework,6,time,positive
6,5,binary_understandability,0.7777777777777778,48,no_checker_framework,6,rating,negative
6,5,correct_verif_questions,0.5925925925925927,48,no_checker_framework,6,correctness,negative
6,5,time_to_understand,66.14285714285714,48,no_checker_framework,6,time,positive
6,6,binary_understandability,0.8888888888888888,0,no_checker_framework,6,rating,negative
6,6,correct_verif_questions,0.4444444444444443,0,no_checker_framework,6,correctness,negative
6,6,time_to_understand,82.625,0,no_checker_framework,6,time,positive
6,7,binary_understandability,0.7777777777777778,0,no_checker_framework,6,rating,negative
6,7,correct_verif_questions,0.4444444444444445,0,no_checker_framework,6,correctness,negative
6,7,time_to_understand,257.42857142857144,0,no_checker_framework,6,time,positive
6,8,binary_understandability,0.5555555555555556,0,no_checker_framework,6,rating,negative
6,8,correct_verif_questions,0.2962962962962963,0,no_checker_framework,6,correctness,negative
6,8,time_to_understand,81.4,0,no_checker_framework,6,time,positive
6,9,binary_understandability,0.7777777777777778,0,no_checker_framework,6,rating,negative
6,9,correct_verif_questions,0.5185185185185186,0,no_checker_framework,6,correctness,negative
6,9,time_to_understand,170.28571428571428,0,no_checker_framework,6,time,positive
6,10,binary_understandability,0.7777777777777778,0,no_checker_framework,6,rating,negative
6,10,correct_verif_questions,0.4814814814814815,0,no_checker_framework,6,correctness,negative
6,10,time_to_understand,153.57142857142858,0,no_checker_framework,6,time,positive
6,11,binary_understandability,0.5555555555555556,0,no_checker_framework,6,rating,negative
6,11,correct_verif_questions,0.1851851851851851,0,no_checker_framework,6,correctness,negative
6,11,time_to_understand,241.4,0,no_checker_framework,6,time,positive
6,12,binary_understandability,0.6666666666666666,0,no_checker_framework,6,rating,negative
6,12,correct_verif_questions,0.5185185185185186,0,no_checker_framework,6,correctness,negative
6,12,time_to_understand,62.333333333333336,0,no_checker_framework,6,time,positive
6,13,binary_understandability,0.6666666666666666,0,no_checker_framework,6,rating,negative
6,13,correct_verif_questions,0.4074074074074073,0,no_checker_framework,6,correctness,negative
6,13,time_to_understand,53.66666666666666,0,no_checker_framework,6,time,positive
6,14,binary_understandability,0.5555555555555556,0,no_checker_framework,6,rating,negative
6,14,correct_verif_questions,0.2592592592592592,0,no_checker_framework,6,correctness,negative
6,14,time_to_understand,94.2,0,no_checker_framework,6,time,positive
6,15,binary_understandability,0.6666666666666666,0,no_checker_framework,6,rating,negative
6,15,correct_verif_questions,0.4074074074074075,0,no_checker_framework,6,correctness,negative
6,15,time_to_understand,113.66666666666669,0,no_checker_framework,6,time,positive
6,16,binary_understandability,0.4444444444444444,0,no_checker_framework,6,rating,negative
6,16,correct_verif_questions,0.2222222222222222,0,no_checker_framework,6,correctness,negative
6,16,time_to_understand,202.25,0,no_checker_framework,6,time,positive
6,17,binary_understandability,0.6666666666666666,0,no_checker_framework,6,rating,negative
6,17,correct_verif_questions,0.4444444444444444,0,no_checker_framework,6,correctness,negative
6,17,time_to_understand,237.3333333333333,0,no_checker_framework,6,time,positive
6,18,binary_understandability,0.4444444444444444,0,no_checker_framework,6,rating,negative
6,18,correct_verif_questions,0.2962962962962963,0,no_checker_framework,6,correctness,negative
6,18,time_to_understand,151.5,0,no_checker_framework,6,time,positive
6,19,binary_understandability,0.8888888888888888,0,no_checker_framework,6,rating,negative
6,19,correct_verif_questions,0.6296296296296299,0,no_checker_framework,6,correctness,negative
6,19,time_to_understand,435.5,0,no_checker_framework,6,time,positive
6,20,binary_understandability,0.8888888888888888,0,no_checker_framework,6,rating,negative
6,20,correct_verif_questions,0.7407407407407408,0,no_checker_framework,6,correctness,negative
6,20,time_to_understand,102.5,0,no_checker_framework,6,time,positive
6,21,binary_understandability,0.2222222222222222,0,no_checker_framework,6,rating,negative
6,21,correct_verif_questions,0.074074074074074,0,no_checker_framework,6,correctness,negative
6,21,time_to_understand,172.5,0,no_checker_framework,6,time,positive
6,22,binary_understandability,0.2222222222222222,0,no_checker_framework,6,rating,negative
6,22,correct_verif_questions,0.1111111111111111,0,no_checker_framework,6,correctness,negative
6,22,time_to_understand,28.0,0,no_checker_framework,6,time,positive
6,23,binary_understandability,0.8888888888888888,0,no_checker_framework,6,rating,negative
6,23,correct_verif_questions,0.5925925925925926,0,no_checker_framework,6,correctness,negative
6,23,time_to_understand,264.25,0,no_checker_framework,6,time,positive
6,24,binary_understandability,0.6666666666666666,0,no_checker_framework,6,rating,negative
6,24,correct_verif_questions,0.5185185185185186,0,no_checker_framework,6,correctness,negative
6,24,time_to_understand,163.5,0,no_checker_framework,6,time,positive
6,25,binary_understandability,0.7777777777777778,0,no_checker_framework,6,rating,negative
6,25,correct_verif_questions,0.5925925925925928,0,no_checker_framework,6,correctness,negative
6,25,time_to_understand,48.85714285714285,0,no_checker_framework,6,time,positive
6,26,binary_understandability,0.4444444444444444,0,no_checker_framework,6,rating,negative
6,26,correct_verif_questions,0.2592592592592593,0,no_checker_framework,6,correctness,negative
6,26,time_to_understand,57.5,0,no_checker_framework,6,time,positive
6,27,binary_understandability,0.7777777777777778,0,no_checker_framework,6,rating,negative
6,27,correct_verif_questions,0.7407407407407408,0,no_checker_framework,6,correctness,negative
6,27,time_to_understand,144.71428571428572,0,no_checker_framework,6,time,positive
6,28,binary_understandability,0.4444444444444444,0,no_checker_framework,6,rating,negative
6,28,correct_verif_questions,0.3703703703703704,0,no_checker_framework,6,correctness,negative
6,28,time_to_understand,270.25,0,no_checker_framework,6,time,positive
6,29,binary_understandability,0.5555555555555556,0,no_checker_framework,6,rating,negative
6,29,correct_verif_questions,0.4074074074074074,0,no_checker_framework,6,correctness,negative
6,29,time_to_understand,51.6,0,no_checker_framework,6,time,positive
6,30,binary_understandability,0.6666666666666666,0,no_checker_framework,6,rating,negative
6,30,correct_verif_questions,0.2592592592592591,0,no_checker_framework,6,correctness,negative
6,30,time_to_understand,159.5,0,no_checker_framework,6,time,positive
6,31,binary_understandability,1.0,0,no_checker_framework,6,rating,negative
6,31,correct_verif_questions,0.777777777777778,0,no_checker_framework,6,correctness,negative
6,31,time_to_understand,50.888888888888886,0,no_checker_framework,6,time,positive
6,32,binary_understandability,1.0,0,no_checker_framework,6,rating,negative
6,32,correct_verif_questions,0.777777777777778,0,no_checker_framework,6,correctness,negative
6,32,time_to_understand,83.55555555555556,0,no_checker_framework,6,time,positive
6,33,binary_understandability,0.8888888888888888,0,no_checker_framework,6,rating,negative
6,33,correct_verif_questions,0.5555555555555556,0,no_checker_framework,6,correctness,negative
6,33,time_to_understand,122.125,0,no_checker_framework,6,time,positive
6,34,binary_understandability,0.6666666666666666,0,no_checker_framework,6,rating,negative
6,34,correct_verif_questions,0.4814814814814816,0,no_checker_framework,6,correctness,negative
6,34,time_to_understand,82.5,0,no_checker_framework,6,time,positive
6,35,binary_understandability,0.6666666666666666,0,no_checker_framework,6,rating,negative
6,35,correct_verif_questions,0.3703703703703703,0,no_checker_framework,6,correctness,negative
6,35,time_to_understand,83.33333333333333,0,no_checker_framework,6,time,positive
6,36,binary_understandability,0.7777777777777778,0,no_checker_framework,6,rating,negative
6,36,correct_verif_questions,0.5555555555555556,0,no_checker_framework,6,correctness,negative
6,36,time_to_understand,74.57142857142857,0,no_checker_framework,6,time,positive
6,37,binary_understandability,1.0,0,no_checker_framework,6,rating,negative
6,37,correct_verif_questions,0.7407407407407409,0,no_checker_framework,6,correctness,negative
6,37,time_to_understand,238.44444444444449,0,no_checker_framework,6,time,positive
6,38,binary_understandability,0.6666666666666666,0,no_checker_framework,6,rating,negative
6,38,correct_verif_questions,0.4444444444444444,0,no_checker_framework,6,correctness,negative
6,38,time_to_understand,66.16666666666667,0,no_checker_framework,6,time,positive
6,39,binary_understandability,0.7777777777777778,0,no_checker_framework,6,rating,negative
6,39,correct_verif_questions,0.4814814814814815,0,no_checker_framework,6,correctness,negative
6,39,time_to_understand,101.85714285714286,0,no_checker_framework,6,time,positive
6,40,binary_understandability,0.6666666666666666,0,no_checker_framework,6,rating,negative
6,40,correct_verif_questions,0.2592592592592591,0,no_checker_framework,6,correctness,negative
6,40,time_to_understand,247.0,0,no_checker_framework,6,time,positive
6,41,binary_understandability,0.5,0,no_checker_framework,6,rating,negative
6,41,correct_verif_questions,0.3333333333333335,0,no_checker_framework,6,correctness,negative
6,41,time_to_understand,195.5,0,no_checker_framework,6,time,positive
6,42,binary_understandability,0.375,0,no_checker_framework,6,rating,negative
6,42,correct_verif_questions,0.2083333333333333,0,no_checker_framework,6,correctness,negative
6,42,time_to_understand,318.0,0,no_checker_framework,6,time,positive
6,43,binary_understandability,0.875,0,no_checker_framework,6,rating,negative
6,43,correct_verif_questions,0.5416666666666667,0,no_checker_framework,6,correctness,negative
6,43,time_to_understand,47.85714285714285,0,no_checker_framework,6,time,positive
6,44,binary_understandability,0.625,0,no_checker_framework,6,rating,negative
6,44,correct_verif_questions,0.2916666666666667,0,no_checker_framework,6,correctness,negative
6,44,time_to_understand,391.0,0,no_checker_framework,6,time,positive
6,45,binary_understandability,0.75,0,no_checker_framework,6,rating,negative
6,45,correct_verif_questions,0.4166666666666668,0,no_checker_framework,6,correctness,negative
6,45,time_to_understand,162.16666666666666,0,no_checker_framework,6,time,positive
6,46,binary_understandability,1.0,0,no_checker_framework,6,rating,negative
6,46,correct_verif_questions,0.7037037037037038,0,no_checker_framework,6,correctness,negative
6,46,time_to_understand,55.66666666666666,0,no_checker_framework,6,time,positive
6,47,binary_understandability,0.7777777777777778,0,no_checker_framework,6,rating,negative
6,47,correct_verif_questions,0.4444444444444444,0,no_checker_framework,6,correctness,negative
6,47,time_to_understand,85.42857142857143,0,no_checker_framework,6,time,positive
6,48,binary_understandability,1.0,0,no_checker_framework,6,rating,negative
6,48,correct_verif_questions,0.8148148148148149,0,no_checker_framework,6,correctness,negative
6,48,time_to_understand,117.88888888888889,0,no_checker_framework,6,time,positive
6,49,binary_understandability,0.7777777777777778,0,no_checker_framework,6,rating,negative
6,49,correct_verif_questions,0.4074074074074073,0,no_checker_framework,6,correctness,negative
6,49,time_to_understand,85.57142857142857,0,no_checker_framework,6,time,positive
6,50,binary_understandability,0.5555555555555556,0,no_checker_framework,6,rating,negative
6,50,correct_verif_questions,0.3333333333333334,0,no_checker_framework,6,correctness,negative
6,50,time_to_understand,238.0,0,no_checker_framework,6,time,positive
9_nc,1,gap_accuracy,0.380952380952381,10,no_checker_framework,9_nc,correctness,negative
9_nc,1,readability_level_ba,2.642857142857143,10,no_checker_framework,9_nc,rating,negative
9_nc,1,readability_level_before,2.7142857142857144,10,no_checker_framework,9_nc,rating,negative
9_nc,1,time_to_read_complete,97.71571428571428,10,no_checker_framework,9_nc,time,positive
9_nc,2,gap_accuracy,0.3259259259259259,10,no_checker_framework,9_nc,correctness,negative
9_nc,2,readability_level_ba,2.333333333333333,10,no_checker_framework,9_nc,rating,negative
9_nc,2,readability_level_before,2.466666666666667,10,no_checker_framework,9_nc,rating,negative
9_nc,2,time_to_read_complete,131.76166666666668,10,no_checker_framework,9_nc,time,positive
9_nc,3,gap_accuracy,0.6507936507936508,4,no_checker_framework,9_nc,correctness,negative
9_nc,3,readability_level_ba,2.261904761904762,4,no_checker_framework,9_nc,rating,negative
9_nc,3,readability_level_before,2.2857142857142856,4,no_checker_framework,9_nc,rating,negative
9_nc,3,time_to_read_complete,180.75071428571428,4,no_checker_framework,9_nc,time,positive
9_nc,4,gap_accuracy,0.5253623188405797,4,no_checker_framework,9_nc,correctness,negative
9_nc,4,readability_level_ba,2.3043478260869565,4,no_checker_framework,9_nc,rating,negative
9_nc,4,readability_level_before,2.347826086956522,4,no_checker_framework,9_nc,rating,negative
9_nc,4,time_to_read_complete,191.8902173913044,4,no_checker_framework,9_nc,time,positive
9_nc,5,gap_accuracy,0.4583333333333333,4,no_checker_framework,9_nc,correctness,negative
9_nc,5,readability_level_ba,2.25,4,no_checker_framework,9_nc,rating,negative
